Symbol,Date,Time,Type,RVOL,Max_Gain_30m,Final_PnL_30m,Is_Win
HDFCBANK,2025-11-26,2025-11-26 11:25:00+05:30,LONG,1.1323456231621805,0.04493035794518951,-0.10483750187209372,False
HDFCBANK,2025-12-01,2025-12-01 12:00:00+05:30,SHORT,1.4759186867679759,0.43837800139484817,0.3586729102321433,True
HDFCBANK,2025-12-03,2025-12-03 14:15:00+05:30,LONG,1.5519255477793417,0.31143258991360484,0.3013863773357444,True
LT,2025-11-18,2025-11-18 14:15:00+05:30,SHORT,0.4814338580548223,0.07484096295372333,-0.09978795060496445,False
LT,2025-11-20,2025-11-20 14:00:00+05:30,LONG,1.8443061455767928,0.25509572281249676,-0.04210317755157189,False
LT,2025-11-24,2025-11-24 15:00:00+05:30,SHORT,5.960968435629254,0.07486897928624905,0.012478163214374845,True
LT,2025-11-25,2025-11-25 11:55:00+05:30,LONG,3.07369882485166,0.2206246901338644,0.04462072384730247,True
LT,2025-11-27,2025-11-27 13:50:00+05:30,LONG,0.9356049667917989,0.2906763721634649,0.17587141845184964,True
LT,2025-12-02,2025-12-02 11:55:00+05:30,SHORT,1.264855186078958,0.0,-0.08897456810261509,False
RELIANCE,2025-11-18,2025-11-18 13:20:00+05:30,LONG,1.4991595888678992,0.11799410029498228,-0.01966568338249456,False
RELIANCE,2025-11-24,2025-11-24 11:45:00+05:30,SHORT,0.6882623497489476,0.18226793386277532,0.1301913813305559,True
RELIANCE,2025-11-25,2025-11-25 12:30:00+05:30,LONG,1.1676380381986893,0.33609100310238144,0.18097207859358547,True
RELIANCE,2025-11-28,2025-11-28 11:10:00+05:30,LONG,0.4554814456669321,0.05079042600470967,-0.09523204875880897,False
RELIANCE,2025-12-03,2025-12-03 11:20:00+05:30,SHORT,1.6733713693889993,0.01955798943869756,-0.16298324532238084,False
NESTLEIND,2025-11-19,2025-11-19 12:25:00+05:30,LONG,1.1463966178350211,0.4086444007858582,0.4086444007858582,True
NESTLEIND,2025-11-21,2025-11-21 13:05:00+05:30,LONG,5.364007289737555,0.007765180928726233,-0.17859916136045617,False
NESTLEIND,2025-11-24,2025-11-24 11:35:00+05:30,SHORT,1.3212825200757161,0.3379706044171936,0.1414760669653348,True
NESTLEIND,2025-11-27,2025-11-27 13:40:00+05:30,SHORT,0.6386293692433893,0.03965107057890563,-0.17446471054718837,False
NESTLEIND,2025-12-01,2025-12-01 12:25:00+05:30,SHORT,0.8522544759843785,0.0955261900971219,0.03980257920713262,True
POWERGRID,2025-11-18,2025-11-18 12:15:00+05:30,LONG,2.135261823095387,0.1817520901490367,0.09087604507451835,True
POWERGRID,2025-11-20,2025-11-20 14:55:00+05:30,LONG,0.6735874732537807,0.3433321286591936,0.18070112034694616,True
POWERGRID,2025-11-24,2025-11-24 11:30:00+05:30,SHORT,0.5355989121536886,0.5447612130016343,0.4176502633012653,True
POWERGRID,2025-12-02,2025-12-02 14:25:00+05:30,SHORT,1.9192397707101427,0.37306472673008767,0.33575825405709164,True
POWERGRID,2025-12-03,2025-12-03 12:30:00+05:30,SHORT,0.7518966202289602,0.0940379913485048,-0.5642279480910287,False
NTPC,2025-11-18,2025-11-18 15:00:00+05:30,SHORT,1.3447738036688124,0.060938452163311584,-0.060938452163311584,False
NTPC,2025-11-20,2025-11-20 11:45:00+05:30,LONG,3.573480936201778,0.38022813688212925,0.01520912547528863,True
NTPC,2025-11-24,2025-11-24 11:55:00+05:30,SHORT,0.6350170828027739,0.0,-0.24638127502310175,False
NTPC,2025-11-27,2025-11-27 12:45:00+05:30,LONG,3.4823061450342347,0.16760627761694694,-0.16760627761692962,False
NTPC,2025-11-28,2025-11-28 12:35:00+05:30,SHORT,1.2810120742245625,0.0,-0.29203811865969526,False
NTPC,2025-12-02,2025-12-02 11:15:00+05:30,LONG,5.2651865609809985,0.3500761035007541,0.24353120243531548,True
CIPLA,2025-11-19,2025-11-19 14:40:00+05:30,LONG,2.500430915609487,0.0,-0.09153916568589583,False
CIPLA,2025-11-21,2025-11-21 11:15:00+05:30,SHORT,0.3577503429355281,0.24332500328816375,0.1446797316848493,True
CIPLA,2025-11-24,2025-11-24 14:25:00+05:30,SHORT,1.0548000371735695,0.16627868307283006,0.07981376787496146,True
CIPLA,2025-11-25,2025-11-25 11:45:00+05:30,LONG,1.4394197139396578,0.22378727045350433,0.052655828341996606,True
CIPLA,2025-11-26,2025-11-26 14:10:00+05:30,LONG,1.2585646850378538,0.15125608312509417,0.0986452716033145,True
CIPLA,2025-11-28,2025-11-28 14:15:00+05:30,LONG,0.5499981267093776,0.30041797283175997,0.09143155694878942,True
CIPLA,2025-12-01,2025-12-01 13:50:00+05:30,SHORT,0.4597949112695841,0.17076054117955533,0.16419282805727048,True
CIPLA,2025-12-02,2025-12-02 14:50:00+05:30,SHORT,2.956044453013241,0.09243364584707933,-0.264096130991681,False
CIPLA,2025-12-03,2025-12-03 13:30:00+05:30,SHORT,1.0790545861246477,0.3445990722332701,0.1722995361166275,True
M&M,2025-11-18,2025-11-18 10:55:00+05:30,SHORT,0.13899813653587287,0.0,-0.5796316359696666,False
M&M,2025-11-19,2025-11-19 11:40:00+05:30,LONG,0.7144175580771901,0.3733548213806095,0.3169486972871389,True
M&M,2025-11-21,2025-11-21 15:00:00+05:30,LONG,2.0186910246866385,0.14137103227527825,-0.05334755934915977,False
M&M,2025-11-26,2025-11-26 12:40:00+05:30,LONG,2.8507360192149345,0.11358104819081123,0.11358104819081123,True
M&M,2025-11-27,2025-11-27 11:55:00+05:30,SHORT,0.8099957535321256,0.0681663258350375,-0.28629856850715746,False
M&M,2025-12-02,2025-12-02 13:15:00+05:30,SHORT,2.264249339238376,0.013462574044157244,-0.2961766289714593,False
GRASIM,2025-11-18,2025-11-18 14:55:00+05:30,SHORT,1.2391781757844909,0.7900717919116883,0.6096901042606186,True
GRASIM,2025-11-19,2025-11-19 14:50:00+05:30,SHORT,0.36717641767290593,0.12397447584321206,-0.13126709206927656,False
GRASIM,2025-11-21,2025-11-21 11:45:00+05:30,SHORT,1.1615910869510337,0.062023422963270194,-0.3393046079754725,False
GRASIM,2025-11-24,2025-11-24 11:30:00+05:30,SHORT,1.0659399854241263,0.117677343433982,0.04045158680544124,True
GRASIM,2025-12-01,2025-12-01 11:45:00+05:30,SHORT,1.928664225817881,0.33734232912877016,0.27134056908182885,True
GRASIM,2025-12-03,2025-12-03 10:55:00+05:30,SHORT,1.2283083790570073,0.30565273430308165,-0.2761922297919352,False
ONGC,2025-11-18,2025-11-18 14:05:00+05:30,SHORT,1.4600023520314191,0.040469445568593415,-0.040469445568593415,False
ONGC,2025-11-19,2025-11-19 12:40:00+05:30,LONG,1.8453867099470398,0.12043356081895278,0.06021678040947639,True
ONGC,2025-11-21,2025-11-21 15:05:00+05:30,SHORT,4.4090165412423605,0.1419590346785734,0.08111944838775788,True
ONGC,2025-11-24,2025-11-24 11:05:00+05:30,SHORT,0.8853349433875812,0.1626677511183431,0.0,False
ONGC,2025-11-25,2025-11-25 12:15:00+05:30,LONG,0.8193104622370275,0.020206102242881944,-0.3435037381289126,False
ONGC,2025-11-26,2025-11-26 11:00:00+05:30,LONG,0.45485213277672165,0.12135922330097548,0.12135922330097548,True
ONGC,2025-12-01,2025-12-01 10:55:00+05:30,LONG,0.48542270316399627,0.01632586425044711,-0.12652544794090131,False
ONGC,2025-12-02,2025-12-02 14:20:00+05:30,SHORT,1.440148293446844,0.17684556857906922,0.15628213037219638,True
