Time,Symbol,Strategy,Type,Price,BW,RVOL,VWAP_Dist
09:39:00,VBL,SNIPER,CE,490.65,0.016,3.2,0.75
09:42:00,VBL,SNIPER,CE,492.3,0.019,3.9,0.9
09:48:00,VBL,SNIPER,CE,493.6,0.019,2.0,0.94
09:49:00,VBL,SNIPER,CE,494.35,0.019,1.8,1.03
10:14:00,VBL,SNIPER,PE,489.65,0.007,2.8,-0.15
10:15:00,VBL,SNIPER,PE,488.6,0.01,3.4,-0.35
10:16:00,VBL,SNIPER,PE,488.45,0.012,1.9,-0.37
10:58:00,VBL,SNIPER,PE,484.8,0.005,2.5,-0.95
09:35:00,VEDL,SNIPER,CE,614.2,0.018,1.7,0.72
09:52:00,VEDL,SNIPER,CE,615.45,0.006,1.8,0.73
09:58:00,VEDL,SNIPER,CE,614.85,0.007,2.0,0.57
10:41:00,VEDL,SNIPER,PE,610.05,0.005,3.1,-0.29
10:17:00,VOLTAS,SNIPER,PE,1389.0,0.005,4.2,-0.27
10:26:00,VOLTAS,SNIPER,PE,1389.6,0.006,2.7,-0.21
11:15:00,ZYDUSLIFE,SNIPER,PE,904.6,0.008,1.8,-0.34
11:20:00,ZYDUSLIFE,SNIPER,PE,904.2,0.008,2.1,-0.36
