date,open,high,low,close,volume
2025-12-24 11:55:00+05:30,350.35,350.95,350.15,350.85,41784
2025-12-24 12:00:00+05:30,350.85,351.15,350.55,350.8,30007
2025-12-24 12:05:00+05:30,350.75,351.3,350.6,350.85,58164
2025-12-24 12:10:00+05:30,350.85,351.1,350.8,350.9,12944
2025-12-24 12:15:00+05:30,350.9,351.3,350.8,350.9,55813
2025-12-24 12:20:00+05:30,350.9,351.15,350.85,350.9,14584
2025-12-24 12:25:00+05:30,350.85,351.25,350.8,350.85,22769
2025-12-24 12:30:00+05:30,350.85,351.0,350.5,350.55,102720
2025-12-24 12:35:00+05:30,350.55,350.75,350.25,350.25,20149
2025-12-24 12:40:00+05:30,350.25,350.4,349.0,349.2,77223
2025-12-24 12:45:00+05:30,349.2,349.4,349.05,349.1,35536
2025-12-24 12:50:00+05:30,349.1,349.1,348.2,348.55,71764
2025-12-24 12:55:00+05:30,348.55,349.75,348.55,349.4,36597
2025-12-24 13:00:00+05:30,349.4,349.4,348.5,348.7,40898
2025-12-24 13:05:00+05:30,348.7,348.8,348.5,348.55,45664
2025-12-24 13:10:00+05:30,348.65,349.35,348.65,349.25,22792
2025-12-24 13:15:00+05:30,349.25,349.45,349.0,349.2,35331
2025-12-24 13:20:00+05:30,349.2,349.35,349.0,349.3,6526
2025-12-24 13:25:00+05:30,349.35,350.0,348.8,349.95,29808
2025-12-24 13:30:00+05:30,349.95,349.95,348.7,348.75,23209
2025-12-24 13:35:00+05:30,348.7,348.8,347.75,347.85,30090
2025-12-24 13:40:00+05:30,347.85,348.25,347.5,348.25,21174
2025-12-24 13:45:00+05:30,348.1,348.3,347.85,348.1,12920
2025-12-24 13:50:00+05:30,348.1,348.6,348.0,348.45,12404
2025-12-24 13:55:00+05:30,348.5,348.8,347.75,348.3,96085
2025-12-24 14:00:00+05:30,348.3,348.4,347.6,347.9,12058
2025-12-24 14:05:00+05:30,347.9,348.05,347.75,347.95,7470
2025-12-24 14:10:00+05:30,347.95,348.15,347.6,348.0,13966
