Date,OptionSymbol,Low,High,MaxReturn%,Volume
2025-12-24,SUZLON25DEC53PE,0.12,0.38,216.7,35800000.0
2025-12-24,SYNGENE25DEC660CE,2.1,7.0,233.3,994000.0
2025-12-24,SYNGENE25DEC660PE,5.5,11.35,106.4,212000.0
2025-12-24,TATACONSUM25DEC1180CE,6.3,13.25,110.3,616000.0
2025-12-24,TATACONSUM25DEC1180PE,8.1,14.35,77.2,224400.0
2025-12-24,TATAELXSI25DEC5400CE,42.0,90.95,116.5,347900.0
2025-12-24,TATAELXSI25DEC5400PE,44.9,72.55,61.6,383100.0
2025-12-24,TATAPOWER25DEC380CE,2.4,5.0,108.3,4033900.0
2025-12-24,TATAPOWER25DEC380PE,1.1,2.6,136.4,9098750.0
2025-12-24,TATASTEEL25DEC170CE,1.37,2.64,92.7,24249500.0
2025-12-24,TATASTEEL25DEC170PE,0.89,1.39,56.2,24557500.0
2025-12-24,TATATECH25DEC660CE,3.9,9.85,152.6,540800.0
2025-12-24,TATATECH25DEC660PE,3.6,7.6,111.1,361600.0
2025-12-24,TCS25DEC3320CE,9.35,21.9,134.2,2283925.0
2025-12-24,TCS25DEC3320PE,14.7,37.05,152.0,665525.0
2025-12-24,TECHM25DEC1640CE,4.2,9.05,115.5,2948400.0
2025-12-24,TECHM25DEC1640PE,12.7,28.1,121.3,598800.0
2025-12-24,TIINDIA25DEC2600CE,21.0,40.0,90.5,215000.0
2025-12-24,TIINDIA25DEC2600PE,20.55,32.1,56.2,68400.0
2025-12-24,TITAGARH25DEC860CE,5.35,22.5,320.6,11855925.0
2025-12-24,TITAGARH25DEC860PE,10.1,27.35,170.8,2455575.0
2025-12-24,TITAN25DEC3920CE,16.85,34.4,104.2,1002225.0
2025-12-24,TITAN25DEC3920PE,19.5,35.0,79.5,399350.0
2025-12-24,TMPV25DEC360CE,2.25,6.0,166.7,12213600.0
2025-12-24,TMPV25DEC360PE,2.05,3.9,90.2,9132800.0
2025-12-24,TORNTPHARM25DEC3850CE,9.0,18.25,102.8,221750.0
2025-12-24,TORNTPHARM25DEC3850PE,32.55,58.5,79.7,17000.0
2025-12-24,TORNTPOWER25DEC1280CE,10.7,20.25,89.3,63750.0
2025-12-24,TORNTPOWER25DEC1280PE,6.35,11.5,81.1,129000.0
2025-12-24,TRENT25DEC4300CE,12.35,59.5,381.8,6868100.0
2025-12-24,TRENT25DEC4300PE,45.5,130.2,186.2,904000.0
2025-12-24,TVSMOTOR25DEC3650CE,33.35,79.05,137.0,205100.0
2025-12-24,TVSMOTOR25DEC3650PE,10.0,24.0,140.0,511525.0
2025-12-24,ULTRACEMCO25DEC11800CE,51.05,85.0,66.5,768700.0
2025-12-24,ULTRACEMCO25DEC11800PE,82.25,166.0,101.8,85800.0
2025-12-24,UNIONBANK25DEC150CE,1.84,3.42,85.9,2084175.0
2025-12-24,UNIONBANK25DEC150PE,0.83,1.23,48.2,2513400.0
2025-12-24,UNITDSPR25DEC1420CE,11.8,28.5,141.5,177200.0
2025-12-24,UNITDSPR25DEC1420PE,6.15,15.05,144.7,331200.0
2025-12-24,UNOMINDA25DEC1300CE,6.4,18.1,182.8,1076900.0
2025-12-24,UNOMINDA25DEC1300PE,11.75,19.35,64.7,67100.0
2025-12-24,UPL25DEC770CE,8.75,18.5,111.4,861780.0
2025-12-24,UPL25DEC770PE,2.65,5.25,98.1,1860415.0
2025-12-24,VBL25DEC475CE,3.85,8.55,122.1,2538925.0
2025-12-24,VBL25DEC475PE,2.8,6.0,114.3,3596725.0
2025-12-24,VEDL25DEC600CE,2.55,7.1,178.4,40958400.0
2025-12-24,VEDL25DEC600PE,6.15,15.1,145.5,7447400.0
2025-12-24,VOLTAS25DEC1400CE,7.3,27.7,279.5,1639875.0
2025-12-24,VOLTAS25DEC1400PE,7.15,27.15,279.7,1192125.0
2025-12-24,WIPRO25DEC267.5CE,2.12,3.99,88.2,1959000.0
2025-12-24,WIPRO25DEC267.5PE,1.03,1.75,69.9,9414000.0
2025-12-24,YESBANK25DEC22CE,0.08,0.19,137.5,115971900.0
2025-12-24,YESBANK25DEC22PE,0.22,0.41,86.4,32561700.0
2025-12-24,ZYDUSLIFE25DEC920CE,5.2,16.3,213.5,794700.0
2025-12-24,ZYDUSLIFE25DEC920PE,2.25,8.65,284.4,821700.0
2025-12-26,ABB25DEC5100CE,105.05,148.0,40.9,10375.0
2025-12-26,ABB25DEC5100PE,6.2,11.25,81.5,49625.0
2025-12-26,ABB25DEC5150PE,9.9,19.1,92.9,36125.0
2025-12-26,ABB25DEC5200CE,32.2,66.2,105.6,53000.0
2025-12-26,ABB25DEC5200PE,19.0,41.4,117.9,91625.0
2025-12-26,ABB25DEC5250CE,15.95,36.9,131.3,237625.0
2025-12-26,ABB25DEC5250PE,41.35,63.4,53.3,6500.0
2025-12-26,ABB25DEC5300CE,6.3,15.6,147.6,129125.0
2025-12-26,ABB25DEC5300PE,73.7,102.95,39.7,10625.0
2025-12-26,ABCAPITAL25DEC335CE,9.55,14.55,52.4,65100.0
2025-12-26,ABCAPITAL25DEC335PE,0.35,0.85,142.9,511500.0
2025-12-26,ABCAPITAL25DEC340CE,6.0,10.65,77.5,545600.0
2025-12-26,ABCAPITAL25DEC340PE,0.95,2.25,136.8,2424200.0
2025-12-26,ABCAPITAL25DEC345CE,3.3,6.95,110.6,2464500.0
2025-12-26,ABCAPITAL25DEC345PE,2.1,4.7,123.8,2929500.0
2025-12-26,ABCAPITAL25DEC350CE,1.6,4.0,150.0,7970100.0
2025-12-26,ABCAPITAL25DEC350PE,4.1,8.0,95.1,1236900.0
2025-12-26,ABCAPITAL25DEC355CE,0.9,2.1,133.3,4225300.0
2025-12-26,ABCAPITAL25DEC355PE,7.45,11.9,59.7,319300.0
2025-12-26,ADANIENSOL25DEC1000CE,3.9,20.8,433.3,583200.0
2025-12-26,ADANIENSOL25DEC1000PE,2.25,10.95,386.7,525150.0
2025-12-26,ADANIENSOL25DEC1010CE,2.0,14.25,612.5,1070550.0
2025-12-26,ADANIENSOL25DEC1010PE,5.0,11.9,138.0,232875.0
2025-12-26,ADANIENSOL25DEC1020CE,1.15,9.7,743.5,2386800.0
2025-12-26,ADANIENSOL25DEC1020PE,10.0,22.75,127.5,97200.0
2025-12-26,ADANIENSOL25DEC1030CE,1.1,6.05,450.0,1121850.0
2025-12-26,ADANIENSOL25DEC1030PE,17.55,29.2,66.4,5400.0
2025-12-26,ADANIENSOL25DEC990CE,9.5,28.9,204.2,64125.0
2025-12-26,ADANIENSOL25DEC990PE,1.05,5.5,423.8,314550.0
2025-12-26,ADANIENT25DEC2210.45PE,7.85,15.3,94.9,61182.0
2025-12-26,ADANIENT25DEC2220CE,24.3,45.05,85.4,182310.0
2025-12-26,ADANIENT25DEC2220PE,9.9,23.5,137.4,603168.0
2025-12-26,ADANIENT25DEC2229.8CE,19.4,37.25,92.0,350097.0
2025-12-26,ADANIENT25DEC2229.8PE,12.7,27.15,113.8,296640.0
2025-12-26,ADANIENT25DEC2240CE,15.3,32.0,109.2,1340751.0
2025-12-26,ADANIENT25DEC2240PE,16.6,35.2,112.0,535188.0
2025-12-26,ADANIENT25DEC2249.2CE,13.0,27.0,107.7,396447.0
2025-12-26,ADANIENT25DEC2260CE,10.25,21.95,114.1,1543455.0
2025-12-26,ADANIENT25DEC2260PE,26.25,50.0,90.5,222171.0
2025-12-26,ADANIGREEN25DEC1000CE,17.65,28.8,63.2,450000.0
2025-12-26,ADANIGREEN25DEC1000PE,1.6,4.3,168.7,554400.0
2025-12-26,ADANIGREEN25DEC1020CE,6.45,12.85,99.2,1296000.0
2025-12-26,ADANIGREEN25DEC1020PE,5.7,12.95,127.2,412200.0
2025-12-26,ADANIGREEN25DEC1040CE,2.8,5.4,92.9,2539800.0
2025-12-26,ADANIGREEN25DEC1040PE,17.95,28.25,57.4,75000.0
2025-12-26,ADANIGREEN25DEC1060CE,1.15,2.55,121.7,1314000.0
2025-12-26,ADANIGREEN25DEC980CE,36.0,47.4,31.7,25800.0
2025-12-26,ADANIGREEN25DEC980PE,0.6,1.5,150.0,265800.0
2025-12-26,ADANIPORTS25DEC1460CE,30.65,40.5,32.1,73625.0
2025-12-26,ADANIPORTS25DEC1460PE,0.8,1.95,143.7,563825.0
2025-12-26,ADANIPORTS25DEC1480CE,14.8,23.55,59.1,308275.0
2025-12-26,ADANIPORTS25DEC1480PE,2.65,6.5,145.3,1127650.0
2025-12-26,ADANIPORTS25DEC1500CE,5.9,10.95,85.6,2116600.0
2025-12-26,ADANIPORTS25DEC1500PE,9.8,17.85,82.1,533425.0
2025-12-26,ADANIPORTS25DEC1520CE,2.8,5.0,78.6,2115650.0
2025-12-26,ADANIPORTS25DEC1520PE,23.95,34.55,44.3,237500.0
2025-12-26,ADANIPORTS25DEC1540CE,1.4,2.4,71.4,1312900.0
2025-12-26,ALKEM25DEC5450PE,9.5,15.4,62.1,13500.0
2025-12-26,ALKEM25DEC5500PE,11.65,36.25,211.2,51625.0
2025-12-26,ALKEM25DEC5550CE,11.05,43.25,291.4,179125.0
2025-12-26,ALKEM25DEC5550PE,22.8,62.15,172.6,10750.0
2025-12-26,ALKEM25DEC5600CE,8.2,30.0,265.9,79375.0
2025-12-26,ALKEM25DEC5600PE,66.95,100.0,49.4,9375.0
2025-12-26,ALKEM25DEC5650CE,4.55,17.2,278.0,62125.0
2025-12-26,AMBER25DEC6500PE,9.7,25.0,157.7,40900.0
2025-12-26,AMBER25DEC6600CE,100.0,155.0,55.0,18900.0
2025-12-26,AMBER25DEC6600PE,25.9,53.1,105.0,39400.0
2025-12-26,AMBER25DEC6700CE,51.55,92.55,79.5,82000.0
2025-12-26,AMBER25DEC6700PE,61.25,105.0,71.4,26800.0
2025-12-26,AMBER25DEC6800CE,24.0,52.55,119.0,86300.0
2025-12-26,AMBER25DEC6900CE,10.7,27.65,158.4,59200.0
2025-12-26,AMBUJACEM25DEC540CE,9.85,15.25,54.8,270900.0
2025-12-26,AMBUJACEM25DEC540PE,0.7,2.1,200.0,565950.0
2025-12-26,AMBUJACEM25DEC545CE,6.25,10.65,70.4,340200.0
2025-12-26,AMBUJACEM25DEC545PE,1.35,3.55,163.0,352800.0
2025-12-26,AMBUJACEM25DEC550CE,3.85,7.0,81.8,1935150.0
2025-12-26,AMBUJACEM25DEC550PE,2.5,6.1,144.0,1227450.0
2025-12-26,AMBUJACEM25DEC555CE,2.45,4.5,83.7,2113650.0
2025-12-26,AMBUJACEM25DEC555PE,4.85,9.45,94.8,257250.0
2025-12-26,AMBUJACEM25DEC560CE,1.4,2.8,100.0,2188200.0
2025-12-26,AMBUJACEM25DEC560PE,8.1,13.4,65.4,174300.0
2025-12-26,ANGELONE25DEC2400PE,1.75,3.5,100.0,338500.0
2025-12-26,ANGELONE25DEC2450CE,57.2,103.1,80.2,40250.0
2025-12-26,ANGELONE25DEC2450PE,4.3,10.45,143.0,235500.0
2025-12-26,ANGELONE25DEC2500CE,24.35,63.55,161.0,319750.0
2025-12-26,ANGELONE25DEC2500PE,13.05,27.7,112.3,424250.0
2025-12-26,ANGELONE25DEC2550CE,10.65,34.95,228.2,624000.0
2025-12-26,ANGELONE25DEC2550PE,34.05,63.25,85.8,127250.0
2025-12-26,ANGELONE25DEC2600CE,4.9,16.6,238.8,588000.0
2025-12-26,ANGELONE25DEC2600PE,68.2,106.95,56.8,50500.0
2025-12-26,APLAPOLLO25DEC1840CE,22.55,50.5,123.9,52150.0
2025-12-26,APLAPOLLO25DEC1840PE,1.6,8.0,400.0,188300.0
2025-12-26,APLAPOLLO25DEC1860CE,10.2,34.05,233.8,128100.0
2025-12-26,APLAPOLLO25DEC1860PE,3.75,17.3,361.3,122150.0
2025-12-26,APLAPOLLO25DEC1880CE,3.4,19.1,461.8,894950.0
2025-12-26,APLAPOLLO25DEC1880PE,9.4,33.8,259.6,249200.0
2025-12-26,APLAPOLLO25DEC1900CE,1.8,9.5,427.8,633850.0
2025-12-26,APLAPOLLO25DEC1920CE,0.75,3.8,406.7,235900.0
2025-12-26,APOLLOHOSP25DEC7100CE,79.95,111.2,39.1,43125.0
2025-12-26,APOLLOHOSP25DEC7100PE,10.55,20.55,94.8,102125.0
2025-12-26,APOLLOHOSP25DEC7150CE,47.2,75.0,58.9,101875.0
2025-12-26,APOLLOHOSP25DEC7150PE,23.95,40.75,70.1,161875.0
2025-12-26,APOLLOHOSP25DEC7200CE,28.0,49.0,75.0,536875.0
2025-12-26,APOLLOHOSP25DEC7200PE,46.0,67.95,47.7,65625.0
2025-12-26,APOLLOHOSP25DEC7250CE,13.9,30.0,115.8,209125.0
2025-12-26,APOLLOHOSP25DEC7300CE,7.0,18.45,163.6,309625.0
2025-12-26,ASHOKLEY25DEC172CE,1.93,3.86,100.0,485000.0
2025-12-26,ASHOKLEY25DEC172PE,0.36,0.79,119.4,3595000.0
2025-12-26,ASHOKLEY25DEC173CE,1.35,2.85,111.1,890000.0
2025-12-26,ASHOKLEY25DEC173PE,0.54,1.2,122.2,4520000.0
2025-12-26,ASHOKLEY25DEC174CE,0.92,2.48,169.6,2680000.0
2025-12-26,ASHOKLEY25DEC174PE,0.31,1.75,464.5,4255000.0
2025-12-26,ASHOKLEY25DEC175CE,0.62,1.88,203.2,14470000.0
2025-12-26,ASHOKLEY25DEC175PE,1.2,2.48,106.7,7845000.0
2025-12-26,ASHOKLEY25DEC176CE,0.42,1.38,228.6,5270000.0
2025-12-26,ASHOKLEY25DEC176PE,1.8,3.28,82.2,1155000.0
2025-12-26,ASIANPAINT25DEC2720CE,37.05,54.35,46.7,25500.0
2025-12-26,ASIANPAINT25DEC2720PE,2.0,7.15,257.5,474750.0
2025-12-26,ASIANPAINT25DEC2740CE,23.55,56.5,139.9,141250.0
2025-12-26,ASIANPAINT25DEC2740PE,3.65,13.85,279.5,919000.0
2025-12-26,ASIANPAINT25DEC2760CE,14.4,39.4,173.6,515500.0
2025-12-26,ASIANPAINT25DEC2760PE,6.85,24.4,256.2,904000.0
2025-12-26,ASIANPAINT25DEC2780CE,8.05,26.2,225.5,829250.0
2025-12-26,ASIANPAINT25DEC2780PE,13.3,38.3,188.0,369250.0
2025-12-26,ASIANPAINT25DEC2800CE,4.35,15.5,256.3,1413000.0
2025-12-26,ASIANPAINT25DEC2800PE,23.2,54.9,136.6,365750.0
2025-12-26,ASTRAL25DEC1360PE,1.65,3.45,109.1,168725.0
2025-12-26,ASTRAL25DEC1380CE,18.55,27.65,49.1,11050.0
2025-12-26,ASTRAL25DEC1380PE,3.9,8.5,117.9,158525.0
2025-12-26,ASTRAL25DEC1400CE,8.45,14.8,75.1,518925.0
2025-12-26,ASTRAL25DEC1400PE,10.9,18.35,68.3,172125.0
2025-12-26,ASTRAL25DEC1420CE,3.9,7.25,85.9,288575.0
2025-12-26,ASTRAL25DEC1420PE,24.7,33.55,35.8,19125.0
2025-12-26,ASTRAL25DEC1440CE,1.8,3.3,83.3,209100.0
2025-12-26,AUBANK25DEC1000CE,1.35,3.4,151.9,1217000.0
2025-12-26,AUBANK25DEC1000PE,21.0,29.0,38.1,32000.0
2025-12-26,AUBANK25DEC960CE,15.7,22.9,45.9,114000.0
2025-12-26,AUBANK25DEC960PE,1.6,2.9,81.2,398000.0
2025-12-26,AUBANK25DEC970CE,8.1,16.15,99.4,159000.0
2025-12-26,AUBANK25DEC970PE,3.35,6.35,89.6,884000.0
2025-12-26,AUBANK25DEC980CE,4.5,9.5,111.1,1362000.0
2025-12-26,AUBANK25DEC980PE,6.7,11.7,74.6,424000.0
2025-12-26,AUBANK25DEC990CE,2.4,6.0,150.0,1313000.0
2025-12-26,AUBANK25DEC990PE,12.8,18.8,46.9,81000.0
2025-12-26,AUROPHARMA25DEC1180CE,29.0,42.15,45.3,32450.0
2025-12-26,AUROPHARMA25DEC1180PE,0.8,1.45,81.2,206250.0
2025-12-26,AUROPHARMA25DEC1200CE,12.9,24.3,88.4,119900.0
2025-12-26,AUROPHARMA25DEC1200PE,3.05,6.3,106.6,250250.0
2025-12-26,AUROPHARMA25DEC1220CE,3.9,10.4,166.7,527450.0
2025-12-26,AUROPHARMA25DEC1220PE,9.35,17.1,82.9,171600.0
2025-12-26,AUROPHARMA25DEC1240CE,2.1,5.0,138.1,516450.0
2025-12-26,AUROPHARMA25DEC1260CE,0.95,2.0,110.5,403150.0
2025-12-26,AXISBANK25DEC1210CE,14.75,21.1,43.1,61875.0
2025-12-26,AXISBANK25DEC1210PE,1.5,4.3,186.7,1153125.0
2025-12-26,AXISBANK25DEC1220CE,8.25,13.2,60.0,961250.0
2025-12-26,AXISBANK25DEC1220PE,3.5,8.05,130.0,1985625.0
2025-12-26,AXISBANK25DEC1230CE,3.95,7.0,77.2,3182500.0
2025-12-26,AXISBANK25DEC1230PE,7.0,13.5,92.9,1185000.0
2025-12-26,AXISBANK25DEC1240CE,1.8,3.35,86.1,2967500.0
2025-12-26,AXISBANK25DEC1240PE,13.25,19.95,50.6,533750.0
2025-12-26,AXISBANK25DEC1250CE,0.65,1.8,176.9,1735000.0
2025-12-26,AXISBANK25DEC1250PE,21.85,29.05,33.0,320625.0
2025-12-26,BAJAJFINSV25DEC1980CE,33.45,52.35,56.5,16000.0
2025-12-26,BAJAJFINSV25DEC1980PE,1.8,3.5,94.4,255000.0
2025-12-26,BAJAJFINSV25DEC2000CE,19.2,34.4,79.2,159500.0
2025-12-26,BAJAJFINSV25DEC2000PE,3.9,8.95,129.5,775750.0
2025-12-26,BAJAJFINSV25DEC2020CE,9.65,21.1,118.7,450750.0
2025-12-26,BAJAJFINSV25DEC2020PE,8.8,19.3,119.3,487500.0
2025-12-26,BAJAJFINSV25DEC2040CE,4.55,10.2,124.2,880250.0
2025-12-26,BAJAJFINSV25DEC2040PE,18.55,34.0,83.3,331250.0
2025-12-26,BAJAJFINSV25DEC2060CE,2.3,5.15,123.9,1331250.0
2025-12-26,BAJAJFINSV25DEC2060PE,33.5,52.0,55.2,103000.0
2025-12-26,BAJFINANCE25DEC1000CE,7.25,15.0,106.9,1583250.0
2025-12-26,BAJFINANCE25DEC1000PE,5.45,11.45,110.1,3834000.0
2025-12-26,BAJFINANCE25DEC1010CE,4.05,8.9,119.8,4115250.0
2025-12-26,BAJFINANCE25DEC1010PE,10.7,17.55,64.0,1002000.0
2025-12-26,BAJFINANCE25DEC1020CE,2.25,5.5,144.4,7287750.0
2025-12-26,BAJFINANCE25DEC1020PE,17.5,26.15,49.4,740250.0
2025-12-26,BAJFINANCE25DEC980CE,21.1,28.6,35.5,146250.0
2025-12-26,BAJFINANCE25DEC980PE,1.2,3.75,212.5,2610750.0
2025-12-26,BAJFINANCE25DEC990CE,13.15,20.5,55.9,504750.0
2025-12-26,BAJFINANCE25DEC990PE,2.55,7.0,174.5,2307000.0
2025-12-26,BANDHANBNK25DEC140PE,0.2,0.32,60.0,594000.0
2025-12-26,BANDHANBNK25DEC142.5CE,3.04,4.15,36.5,61200.0
2025-12-26,BANDHANBNK25DEC142.5PE,0.42,0.72,71.4,280800.0
2025-12-26,BANDHANBNK25DEC145CE,1.25,2.34,87.2,1519200.0
2025-12-26,BANDHANBNK25DEC145PE,1.0,1.85,85.0,1598400.0
2025-12-26,BANDHANBNK25DEC147.5CE,0.53,1.12,111.3,1886400.0
2025-12-26,BANDHANBNK25DEC147.5PE,2.23,3.42,53.4,291600.0
2025-12-26,BANDHANBNK25DEC150CE,0.26,0.6,130.8,8074800.0
2025-12-26,BANDHANBNK25DEC150PE,4.25,5.7,34.1,669600.0
2025-12-26,BANKBARODA25DEC285CE,4.35,7.15,64.4,391950.0
2025-12-26,BANKBARODA25DEC285PE,0.5,1.0,100.0,1126125.0
2025-12-26,BANKBARODA25DEC287.5CE,2.65,5.0,88.7,582075.0
2025-12-26,BANKBARODA25DEC287.5PE,0.85,1.85,117.6,1222650.0
2025-12-26,BANKBARODA25DEC290CE,1.45,3.45,137.9,3258450.0
2025-12-26,BANKBARODA25DEC290PE,1.5,3.05,103.3,3729375.0
2025-12-26,BANKBARODA25DEC292.5CE,0.85,2.15,152.9,3571425.0
2025-12-26,BANKBARODA25DEC295CE,0.5,1.3,160.0,3278925.0
2025-12-26,BANKBARODA25DEC295PE,4.35,7.05,62.1,728325.0
2025-12-26,BANKINDIA25DEC138PE,0.3,0.62,106.7,369200.0
2025-12-26,BANKINDIA25DEC139CE,1.3,1.86,43.1,124800.0
2025-12-26,BANKINDIA25DEC139PE,0.62,1.1,77.4,182000.0
2025-12-26,BANKINDIA25DEC140CE,0.92,1.74,89.1,2340000.0
2025-12-26,BANKINDIA25DEC140PE,0.99,1.77,78.8,1294800.0
2025-12-26,BANKINDIA25DEC141CE,0.63,1.16,84.1,608400.0
2025-12-26,BANKINDIA25DEC142CE,0.46,0.86,87.0,759200.0
2025-12-26,BANKINDIA25DEC142PE,2.2,3.14,42.7,114400.0
2025-12-26,BDL25DEC1460CE,31.0,59.35,91.5,256100.0
2025-12-26,BDL25DEC1460PE,1.2,7.2,500.0,1843400.0
2025-12-26,BDL25DEC1480CE,22.0,41.95,90.7,842400.0
2025-12-26,BDL25DEC1480PE,2.7,10.05,272.2,3133975.0
2025-12-26,BDL25DEC1500CE,13.0,29.35,125.8,3535350.0
2025-12-26,BDL25DEC1500PE,8.5,19.0,123.5,2790125.0
2025-12-26,BDL25DEC1520CE,8.6,19.9,131.4,8053825.0
2025-12-26,BDL25DEC1520PE,18.75,35.0,86.7,518375.0
2025-12-26,BDL25DEC1540PE,32.0,48.2,50.6,177775.0
2025-12-26,BEL25DEC395CE,6.35,12.4,95.3,2356950.0
2025-12-26,BEL25DEC395PE,0.4,1.1,175.0,5902350.0
2025-12-26,BEL25DEC400CE,3.25,8.2,152.3,13719900.0
2025-12-26,BEL25DEC400PE,1.15,3.1,169.6,17349375.0
2025-12-26,BEL25DEC405CE,1.75,5.0,185.7,24330450.0
2025-12-26,BEL25DEC405PE,2.95,6.45,118.6,7011000.0
2025-12-26,BEL25DEC410CE,1.0,3.05,205.0,40508475.0
2025-12-26,BEL25DEC410PE,5.95,10.75,80.7,2408250.0
2025-12-26,BEL25DEC415CE,0.4,1.65,312.5,18943950.0
2025-12-26,BEL25DEC415PE,9.65,14.55,50.8,741000.0
2025-12-26,BHARATFORG25DEC1420CE,28.9,41.05,42.0,21000.0
2025-12-26,BHARATFORG25DEC1420PE,1.75,3.0,71.4,189500.0
2025-12-26,BHARATFORG25DEC1440CE,14.85,25.45,71.4,151000.0
2025-12-26,BHARATFORG25DEC1440PE,4.4,8.7,97.7,292500.0
2025-12-26,BHARATFORG25DEC1460CE,6.75,12.9,91.1,649500.0
2025-12-26,BHARATFORG25DEC1460PE,11.85,20.75,75.1,141000.0
2025-12-26,BHARATFORG25DEC1480CE,3.15,6.15,95.2,314500.0
2025-12-26,BHARATFORG25DEC1500CE,1.0,2.65,165.0,360000.0
2025-12-26,BHEL25DEC280CE,1.75,6.8,288.6,5053125.0
2025-12-26,BHEL25DEC280PE,1.05,4.1,290.5,8730750.0
2025-12-26,BHEL25DEC282.5CE,1.0,5.0,400.0,4648875.0
2025-12-26,BHEL25DEC282.5PE,1.7,5.7,235.3,4596375.0
2025-12-26,BHEL25DEC285CE,0.65,3.5,438.5,16968000.0
2025-12-26,BHEL25DEC285PE,2.7,7.8,188.9,5173875.0
2025-12-26,BHEL25DEC287.5CE,0.45,2.4,433.3,7932750.0
2025-12-26,BHEL25DEC287.5PE,4.05,8.3,104.9,1026375.0
2025-12-26,BHEL25DEC290CE,0.4,1.65,312.5,18934125.0
2025-12-26,BHEL25DEC290PE,5.8,9.6,65.5,847875.0
2025-12-26,BIOCON25DEC390CE,7.1,11.6,63.4,1022500.0
2025-12-26,BIOCON25DEC390PE,0.45,1.75,288.9,2585000.0
2025-12-26,BIOCON25DEC395CE,4.0,7.15,78.8,1180000.0
2025-12-26,BIOCON25DEC395PE,1.15,3.55,208.7,2335000.0
2025-12-26,BIOCON25DEC400CE,1.55,4.0,158.1,5110000.0
2025-12-26,BIOCON25DEC400PE,2.9,6.5,124.1,2390000.0
2025-12-26,BIOCON25DEC405CE,0.95,2.2,131.6,3347500.0
2025-12-26,BIOCON25DEC405PE,5.9,9.15,55.1,522500.0
2025-12-26,BIOCON25DEC410CE,0.5,1.15,130.0,3070000.0
2025-12-26,BIOCON25DEC410PE,10.1,13.65,35.1,390000.0
2025-12-26,BLUESTARCO25DEC1740CE,39.3,61.8,57.3,22100.0
2025-12-26,BLUESTARCO25DEC1740PE,1.6,4.45,178.1,63700.0
2025-12-26,BLUESTARCO25DEC1760CE,24.45,40.3,64.8,6825.0
2025-12-26,BLUESTARCO25DEC1760PE,2.7,8.3,207.4,69875.0
2025-12-26,BLUESTARCO25DEC1780CE,11.75,25.95,120.9,203125.0
2025-12-26,BLUESTARCO25DEC1780PE,6.35,16.7,163.0,34775.0
2025-12-26,BLUESTARCO25DEC1800CE,5.95,14.0,135.3,257725.0
2025-12-26,BLUESTARCO25DEC1800PE,13.35,29.3,119.5,15600.0
2025-12-26,BLUESTARCO25DEC1820CE,2.2,7.0,218.2,36400.0
2025-12-26,BLUESTARCO25DEC1820PE,28.1,47.35,68.5,9425.0
2025-12-26,BOSCHLTD25DEC35000PE,19.4,44.6,129.9,60750.0
2025-12-26,BOSCHLTD25DEC36000CE,242.4,427.0,76.2,8075.0
2025-12-26,BOSCHLTD25DEC36000PE,122.75,226.35,84.4,11875.0
2025-12-26,BOSCHLTD25DEC36500CE,104.8,200.0,90.8,25750.0
2025-12-26,BOSCHLTD25DEC36500PE,409.7,587.05,43.3,8425.0
2025-12-26,BOSCHLTD25DEC37000CE,38.0,80.25,111.2,30575.0
2025-12-26,BPCL25DEC360CE,4.5,9.1,102.2,695200.0
2025-12-26,BPCL25DEC360PE,0.8,2.6,225.0,1982900.0
2025-12-26,BPCL25DEC362.5CE,3.2,6.85,114.1,628050.0
2025-12-26,BPCL25DEC362.5PE,1.1,3.9,254.5,1194875.0
2025-12-26,BPCL25DEC365CE,2.25,5.4,140.0,2093500.0
2025-12-26,BPCL25DEC367.5CE,1.5,3.95,163.3,1208700.0
2025-12-26,BPCL25DEC367.5PE,2.65,7.05,166.0,414750.0
2025-12-26,BPCL25DEC370CE,1.05,2.7,157.1,3547100.0
2025-12-26,BPCL25DEC370PE,3.7,9.05,144.6,630025.0
2025-12-26,BRITANNIA25DEC5950PE,7.25,17.0,134.5,34750.0
2025-12-26,BRITANNIA25DEC6000CE,43.2,83.95,94.3,31375.0
2025-12-26,BRITANNIA25DEC6000PE,17.0,33.95,99.7,110375.0
2025-12-26,BRITANNIA25DEC6050CE,28.05,53.15,89.5,102625.0
2025-12-26,BRITANNIA25DEC6050PE,36.45,64.05,75.7,34000.0
2025-12-26,BRITANNIA25DEC6100CE,16.05,32.3,101.2,141500.0
2025-12-26,BRITANNIA25DEC6150CE,10.55,20.5,94.3,69875.0
2025-12-26,BSE25DEC2550CE,103.65,138.25,33.4,111375.0
2025-12-26,BSE25DEC2550PE,2.6,8.6,230.8,1482375.0
2025-12-26,BSE25DEC2600CE,62.4,95.7,53.4,543000.0
2025-12-26,BSE25DEC2600PE,7.0,18.6,165.7,2329875.0
2025-12-26,BSE25DEC2650CE,32.4,58.95,81.9,1003500.0
2025-12-26,BSE25DEC2650PE,21.2,38.75,82.8,2763000.0
2025-12-26,BSE25DEC2700CE,16.05,33.6,109.3,4462500.0
2025-12-26,BSE25DEC2700PE,46.25,68.5,48.1,897375.0
2025-12-26,BSE25DEC2750CE,8.2,19.0,131.7,2436375.0
2025-12-26,BSE25DEC2750PE,83.05,108.2,30.3,294375.0
2025-12-26,CAMS25DEC740PE,1.35,2.3,70.4,117000.0
2025-12-26,CAMS25DEC750CE,7.55,14.0,85.4,117750.0
